author_type,url,location,deal_type,accommodation_type,price,year_of_construction,house_material_type,living_meters,floors_count,underground,creation_date
realtor_based,https://www.cian.ru/rent/flat/319707610/,Москва,rent_long,flat,85000.0,,unknown,20.0,7,"Площадь Ильича, Серп и Молот, Римская",2025-07-13
realtor_based,https://www.cian.ru/rent/flat/319485285/,Москва,rent_long,flat,140000.0,,unknown,40.0,33,"Аминьевская, Аминьевская, Мичуринский проспект",2025-07-06
realtor_based,https://www.cian.ru/rent/flat/315764880/,Москва,rent_long,flat,70800.0,2022.0,panel,14.0,15,"Филатов Луг, Саларьево, Прокшино",2025-04-02
realtor_based,https://www.cian.ru/rent/flat/202484339/,Москва,rent_long,flat,150000.0,,monolith,44.0,20,"Шаболовская, Октябрьская, Серпуховская, Добрынинская",2019-02-28
realtor_based,https://www.cian.ru/rent/flat/318012554/,Москва,rent_long,flat,200000.0,,unknown,30.0,3,"Китай-город, Чкаловская, Лубянка, Курская, Площадь Революции, Таганская, Новокузнецкая, Чистые пруды, Курская",2025-05-26
realtor_based,https://www.cian.ru/rent/flat/317550109/,Москва,rent_long,flat,135400.0,2023.0,panel,30.0,14,"Ботанический сад, Отрадное, Владыкино",2025-05-15
realtor_based,https://www.cian.ru/rent/flat/319338492/,Москва,rent_long,flat,100000.0,,unknown,60.0,19,"Лесопарковая, Аннино, Бульвар Дмитрия Донского, Улица Старокачаловская",2025-07-02
realtor_based,https://www.cian.ru/rent/flat/317969108/,Москва,rent_long,flat,435000.0,1911.0,brick,30.0,5,"Сретенский бульвар, Тургеневская, Чистые пруды, Лубянка, Китай-город, Кузнецкий мост, Красные ворота, Площадь Революции, Сухаревская, Трубная, Театральная, Охотный ряд",2025-05-25
realtor_based,https://www.cian.ru/rent/flat/313125742/,Москва,rent_long,flat,57300.0,2024.0,monolith,15.0,27,"Пятницкое шоссе, Митино, Волоколамская",2025-02-01
realtor_not_commerce,https://www.cian.ru/rent/flat/319763308/,Москва,rent_long,flat,85000.0,,unknown,20.0,17,"Новые Черёмушки, Профсоюзная, Зюзино",2025-07-15
realtor_based,https://www.cian.ru/rent/flat/315973598/,Москва,rent_long,flat,80000.0,2020.0,panel,15.0,25,"Саларьево, Филатов Луг, Прокшино",2025-04-07
realtor_based,https://www.cian.ru/rent/flat/316985960/,Москва,rent_long,flat,65000.0,2020.0,panel,19.9,15,"Саларьево, Филатов Луг, Прокшино",2025-04-30
realtor_not_commerce,https://www.cian.ru/rent/flat/217923243/,Москва,rent_long,flat,94000.0,1983.0,brick,30.0,12,"Белорусская, Динамо, Петровский Парк, Беговая",2019-09-19
realtor_based,https://www.cian.ru/rent/flat/316797732/,Москва,rent_long,flat,79100.0,2022.0,monolith,12.0,33,"Новохохловская, Калитники, Нижегородская",2025-04-25
realtor_based,https://www.cian.ru/rent/flat/318924162/,Москва,rent_long,flat,300000.0,,brick,30.0,11,"Смоленская, Киевская, Парк Культуры",2025-06-20
realtor_based,https://www.cian.ru/rent/flat/312342123/,Москва,rent_long,flat,72000.0,2022.0,panel,16.1,24,"Новохохловская, Калитники, Нижегородская",2025-01-15
realtor_based,https://www.cian.ru/rent/flat/319140125/,Москва,rent_long,flat,210000.0,,monolith,30.0,19,"Фили, Багратионовская, Парк Победы",2025-06-26
realtor_based,https://www.cian.ru/rent/flat/319765492/,Москва,rent_long,flat,180000.0,,monolith,30.0,8,"Кунцевская, Рабочий посёлок, Сетунь",2025-07-15
realtor_based,https://www.cian.ru/rent/flat/319013219/,Москва,rent_long,flat,89500.0,2023.0,panel,11.0,33,"Водный стадион, Коптево, Речной вокзал",2025-06-23
realtor_based,https://www.cian.ru/rent/flat/319738422/,Москва,rent_long,flat,99800.0,2024.0,panel,22.0,17,"Новомосковская, Потапово, Ольховая",2025-07-14
realtor_based,https://www.cian.ru/rent/flat/319279204/,Москва,rent_long,flat,130000.0,,unknown,40.0,21,"Зорге, Октябрьское поле, Народное Ополчение, Хорошёво",2025-07-01
realtor_based,https://www.cian.ru/rent/flat/319139038/,Москва,rent_long,flat,100900.0,2021.0,monolith,33.0,15,"Филатов Луг, Прокшино, Саларьево",2025-06-26
realtor_based,https://www.cian.ru/rent/flat/319024404/,Москва,rent_long,flat,89500.0,2024.0,panel,10.2,26,"Авиамоторная, Лефортово, Лефортово, Авиамоторная, Сортировочная",2025-06-23
realtor_based,https://www.cian.ru/rent/flat/319227169/,Москва,rent_long,flat,100000.0,2024.0,panel,11.8,26,"Авиамоторная, Авиамоторная, Авиамоторная",2025-06-29
realtor_not_commerce,https://www.cian.ru/rent/flat/319230174/,Москва,rent_long,flat,145000.0,1965.0,unknown,28.0,9,"Краснопресненская, Улица 1905 года, Баррикадная",2025-06-29
realtor_based,https://www.cian.ru/rent/flat/319192863/,Москва,rent_long,flat,77100.0,2025.0,panel,18.0,33,"Дегунино, Бескудниково, Бибирево",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/318908766/,Москва,rent_long,flat,91600.0,2024.0,panel,24.2,17,"Перерва, Депо, Люблино",2025-06-19
realtor_based,https://www.cian.ru/rent/flat/319750433/,Москва,rent_long,flat,90000.0,,unknown,30.0,24,"ЗИЛ, Автозаводская",2025-07-14
realtor_based,https://www.cian.ru/rent/flat/319210923/,Москва,rent_long,flat,63500.0,2020.0,panel,11.0,9,"Бунинская аллея, Потапово, Улица Горчакова",2025-06-28
realtor_based,https://www.cian.ru/rent/flat/318615510/,Москва,rent_long,flat,103000.0,2023.0,panel,21.2,31,"Коломенская, Кленовый бульвар, Нагатинская",2025-06-10
realtor_based,https://www.cian.ru/rent/flat/317216754/,Москва,rent_long,flat,280000.0,,unknown,30.0,78,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-05-06
realtor_based,https://www.cian.ru/rent/flat/318298967/,Москва,rent_long,flat,120000.0,2022.0,unknown,25.0,36,"Аминьевская, Аминьевская, Матвеевская",2025-06-02
realtor_based,https://www.cian.ru/rent/flat/318677067/,Москва,rent_long,flat,105000.0,1995.0,brick,36.0,14,"Мичуринский проспект, Мичуринский проспект, Проспект Вернадского, Проспект Вернадского, Раменки",2025-06-12
realtor_based,https://www.cian.ru/rent/flat/314339878/,Москва,rent_long,flat,70000.0,,unknown,30.0,24,"Тропарёво, Юго-Западная, Университет Дружбы Народов",2025-03-01
realtor_based,https://www.cian.ru/rent/flat/318567117/,Москва,rent_long,flat,99000.0,2017.0,monolith,20.0,20,"Ботанический сад, Владыкино, Отрадное",2025-06-09
realtor_based,https://www.cian.ru/rent/flat/319232687/,Москва,rent_long,flat,58300.0,2022.0,monolith,10.9,33,"Новохохловская, Калитники, Нижегородская",2025-06-29
realtor_based,https://www.cian.ru/rent/flat/318346104/,Москва,rent_long,flat,300000.0,,monolith,75.0,20,"Фили, Багратионовская, Парк Победы",2025-06-03
realtor_based,https://www.cian.ru/rent/flat/319233652/,Москва,rent_long,flat,120000.0,1964.0,brick,47.4,5,"Проспект Мира, Суворовская, Достоевская, Сухаревская, Цветной бульвар",2025-06-29
realtor_based,https://www.cian.ru/rent/flat/318782893/,Москва,rent_long,flat,166900.0,2021.0,monolith,40.0,20,"Фили, Багратионовская, Шелепиха",2025-06-16
realtor_based,https://www.cian.ru/rent/flat/319764736/,Москва,rent_long,flat,90000.0,2022.0,unknown,20.0,27,"Авиамоторная, Авиамоторная, Авиамоторная",2025-07-15
realtor_based,https://www.cian.ru/rent/flat/319591113/,Москва,rent_long,flat,73900.0,2025.0,panel,12.7,33,"Бескудниково, Бибирево, Дегунино",2025-07-09
realtor_not_commerce,https://www.cian.ru/rent/flat/319391502/,Москва,rent_long,flat,350000.0,,unknown,30.0,41,"ЦСКА, Аэропорт, Петровский Парк, Динамо",2025-07-03
realtor_based,https://www.cian.ru/rent/flat/319033409/,Москва,rent_long,flat,53100.0,2021.0,panel,11.0,9,"Бунинская аллея, Потапово, Улица Горчакова",2025-06-23
realtor_based,https://www.cian.ru/rent/flat/318851853/,Москва,rent_long,flat,79000.0,2018.0,panel,18.0,14,"Говорово, Мещерская, Солнцево",2025-06-18
realtor_based,https://www.cian.ru/rent/flat/319739438/,Москва,rent_long,flat,290000.0,,unknown,30.0,34,"Парк Победы, Поклонная, Кутузовская",2025-07-14
realtor_based,https://www.cian.ru/rent/flat/318897843/,Москва,rent_long,flat,78100.0,2024.0,monolith,21.0,33,"Нижегородская, Нижегородская, Нижегородская, Перово, Стахановская",2025-06-19
realtor_based,https://www.cian.ru/rent/flat/319075266/,Москва,rent_long,flat,180000.0,2024.0,monolith,30.0,42,"Кутузовская, Поклонная, Кутузовская",2025-06-25
realtor_based,https://www.cian.ru/rent/flat/319499987/,Москва,rent_long,flat,76000.0,,unknown,39.0,9,"Генерала Тюленева, Тёплый Стан, Коньково",2025-07-07
realtor_based,https://www.cian.ru/rent/flat/318729880/,Москва,rent_long,flat,76000.0,1992.0,panel,19.1,17,"Митино, Пятницкое шоссе, Волоколамская",2025-06-15
realtor_based,https://www.cian.ru/rent/flat/319466212/,Москва,rent_long,flat,335000.0,,unknown,30.0,5,"Арбатская, Александровский сад, Библиотека им. Ленина, Боровицкая, Кропоткинская, Тверская, Пушкинская, Баррикадная, Смоленская, Охотный ряд, Чеховская",2025-07-05
realtor_based,https://www.cian.ru/rent/flat/317495857/,Москва,rent_long,flat,150000.0,,block,47.0,30,"Дубровка, Автозаводская, Кожуховская",2025-05-14
realtor_based,https://www.cian.ru/rent/flat/318800945/,Москва,rent_long,flat,86400.0,2018.0,monolith,21.4,15,"Саларьево, Филатов Луг, Прокшино",2025-06-17
realtor_based,https://www.cian.ru/rent/flat/319234287/,Москва,rent_long,flat,55600.0,2013.0,panel,19.3,17,"Рассказовка, Пыхтино, Новопеределкино",2025-06-29
realtor_based,https://www.cian.ru/rent/flat/319494307/,Москва,rent_long,flat,135000.0,,unknown,30.0,51,"Шелепиха, Шелепиха, Москва-Сити, Москва-Сити, Москва-Сити, Деловой центр, Деловой центр",2025-07-07
realtor_based,https://www.cian.ru/rent/flat/318679084/,Москва,rent_long,flat,99000.0,2023.0,monolith,11.5,33,"Водный стадион, Коптево, Речной вокзал",2025-06-12
realtor_based,https://www.cian.ru/rent/flat/318702028/,Москва,rent_long,flat,47800.0,1973.0,panel,16.0,9,"Лебедянская, Бирюлёво, Липецкая",2025-06-13
realtor_based,https://www.cian.ru/rent/flat/319556290/,Москва,rent_long,flat,100000.0,,unknown,25.0,30,"Волгоградский проспект, Угрешская, Дубровка",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/319123260/,Москва,rent_long,flat,95700.0,2020.0,panel,31.0,15,"Саларьево, Филатов Луг, Румянцево",2025-06-26
realtor_based,https://www.cian.ru/rent/flat/319512218/,Москва,rent_long,flat,350000.0,2021.0,monolith,39.0,41,"ЦСКА, Аэропорт, Петровский Парк, Динамо",2025-07-07
realtor_based,https://www.cian.ru/rent/flat/317856795/,Москва,rent_long,flat,240000.0,,unknown,30.0,37,"Сокольники, Сокольники, Красносельская",2025-05-22
realtor_based,https://www.cian.ru/rent/flat/319213913/,Москва,rent_long,flat,80000.0,2024.0,panel,22.3,25,"Перерва, Депо, Люблино",2025-06-28
realtor_based,https://www.cian.ru/rent/flat/318903971/,Москва,rent_long,flat,82500.0,2019.0,panel,31.3,16,"Улица Скобелевская, Бульвар Адмирала Ушакова, Бульвар Дмитрия Донского",2025-06-19
realtor_based,https://www.cian.ru/rent/flat/319334891/,Москва,rent_long,flat,285000.0,1917.0,brick,30.0,6,"Смоленская, Арбатская, Александровский сад, Библиотека им. Ленина, Кропоткинская, Баррикадная, Боровицкая, Краснопресненская",2025-07-02
realtor_not_commerce,https://www.cian.ru/rent/flat/319543975/,Москва,rent_long,flat,210000.0,,unknown,30.0,39,"Аминьевская, Аминьевская, Матвеевская",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/318910346/,Москва,rent_long,flat,53000.0,2000.0,panel,12.0,12,"Улица Горчакова, Бунинская аллея, Бульвар Адмирала Ушакова",2025-06-19
realtor_not_commerce,https://www.cian.ru/rent/flat/319156298/,Москва,rent_long,flat,335000.0,1906.0,brick,75.0,5,"Арбатская, Александровский сад, Библиотека им. Ленина, Боровицкая, Кропоткинская, Тверская, Пушкинская, Баррикадная, Смоленская, Охотный ряд, Чеховская",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/318989225/,Москва,rent_long,flat,63500.0,2024.0,panel,22.0,32,"Пятницкое шоссе, Митино, Волоколамская",2025-06-22
realtor_based,https://www.cian.ru/rent/flat/319024397/,Москва,rent_long,flat,94700.0,2018.0,panel,30.7,25,"Говорово, Мещерская, Солнцево",2025-06-23
realtor_based,https://www.cian.ru/rent/flat/319527796/,Москва,rent_long,flat,115000.0,,unknown,35.0,26,"Кунцевская, Кунцевская, Пионерская, Славянский бульвар",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/318718377/,Москва,rent_long,flat,100000.0,2023.0,monolith,11.0,21,"Аминьевская, Аминьевская, Давыдково",2025-06-14
realtor_based,https://www.cian.ru/rent/flat/319231697/,Москва,rent_long,flat,81000.0,2022.0,monolith,27.0,17,"Окская, Плющево, Рязанский проспект, Вешняки, Чухлинка",2025-06-29
realtor_based,https://www.cian.ru/rent/flat/319707610/,Москва,rent_long,flat,85000.0,,unknown,20.0,7,"Площадь Ильича, Серп и Молот, Римская",2025-07-13
realtor_based,https://www.cian.ru/rent/flat/318775656/,Москва,rent_long,flat,220000.0,2024.0,unknown,40.0,34,"Парк Победы, Поклонная, Кутузовская",2025-06-16
realtor_based,https://www.cian.ru/rent/flat/319207671/,Москва,rent_long,flat,109100.0,2023.0,panel,21.3,33,"Водный стадион, Коптево, Речной вокзал",2025-06-28
realtor_based,https://www.cian.ru/rent/flat/318781284/,Москва,rent_long,flat,280000.0,2018.0,monolithBrick,30.0,19,"Динамо, Петровский Парк, Белорусская",2025-06-16
realtor_based,https://www.cian.ru/rent/flat/319286278/,Москва,rent_long,flat,200000.0,,monolithBrick,30.0,17,"Автозаводская, Остров мечты, Технопарк, Дубровка, Кожуховская, ЗИЛ, ЗИЛ",2025-07-01
realtor_based,https://www.cian.ru/rent/flat/318910344/,Москва,rent_long,flat,73900.0,2023.0,panel,10.1,33,"Бульвар Рокоссовского, Преображенская площадь, Черкизовская",2025-06-19
realtor_based,https://www.cian.ru/rent/flat/212896067/,Москва,rent_long,flat,140000.0,,unknown,30.0,7,"Тропарёво, Юго-Западная, Беляево",2019-07-18
realtor_based,https://www.cian.ru/rent/flat/319230280/,Москва,rent_long,flat,115200.0,2024.0,monolith,22.5,33,"Нижегородская, Нижегородская, Нижегородская, Перово, Стахановская",2025-06-29
realtor_not_commerce,https://www.cian.ru/rent/flat/243852534/,Москва,rent_long,flat,135000.0,2018.0,monolithBrick,16.0,36,"Шелепиха, Шелепиха",2020-10-29
realtor_based,https://www.cian.ru/rent/flat/318897845/,Москва,rent_long,flat,94700.0,2024.0,panel,22.1,33,"Бульвар Рокоссовского, Черкизовская, Локомотив",2025-06-19
realtor_based,https://www.cian.ru/rent/flat/319095286/,Москва,rent_long,flat,120000.0,2024.0,monolith,54.0,16,"Румянцево, Саларьево, Тютчевская",2025-06-25
realtor_based,https://www.cian.ru/rent/flat/315872307/,Москва,rent_long,flat,145000.0,,brick,57.0,16,"Тульская, Крестьянская застава, Пролетарская",2025-04-04
realtor_based,https://www.cian.ru/rent/flat/317838109/,Москва,rent_long,flat,350000.0,2016.0,brick,30.0,8,"Тульская, Пролетарская, Крестьянская застава",2025-05-22
realtor_based,https://www.cian.ru/rent/flat/319444057/,Москва,rent_long,flat,175000.0,,monolith,20.0,21,"Чкаловская, Курская, Курская, Таганская",2025-07-04
realtor_based,https://www.cian.ru/rent/flat/315929799/,Москва,rent_long,flat,230000.0,,monolith,30.0,8,"Белорусская, Белорусская, Маяковская, Менделеевская",2025-04-06
realtor_not_commerce,https://www.cian.ru/rent/flat/319534142/,Москва,rent_long,flat,105000.0,2023.0,unknown,30.0,21,"Аминьевская, Аминьевская, Давыдково",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/319086534/,Москва,rent_long,flat,150000.0,,monolithBrick,57.0,20,"Сходненская, Планерная, Трикотажная",2025-06-25
realtor_based,https://www.cian.ru/rent/flat/319252591/,Москва,rent_long,flat,115000.0,,monolith,28.0,26,"Лихоборы, Верхние Лихоборы, Лихоборы, Окружная",2025-06-30
realtor_based,https://www.cian.ru/rent/flat/319209033/,Москва,rent_long,flat,300000.0,,monolith,50.0,14,"Минская, Аминьевская, Поклонная",2025-06-28
realtor_not_commerce,https://www.cian.ru/rent/flat/319629248/,Москва,rent_long,flat,190000.0,,unknown,28.0,10,"Павелецкая, Серпуховская, Добрынинская, Новокузнецкая",2025-07-10
realtor_based,https://www.cian.ru/rent/flat/319478272/,Москва,rent_long,flat,200000.0,,unknown,30.0,12,"Маяковская, Белорусская, Новослободская, Менделеевская, Белорусская, Тверская, Пушкинская, Достоевская",2025-07-06
realtor_based,https://www.cian.ru/rent/flat/316472836/,Москва,rent_long,flat,220000.0,,monolith,53.0,49,"Бульвар Генерала Карбышева, Серебряный Бор, Народное Ополчение",2025-04-18
realtor_based,https://www.cian.ru/rent/flat/319742846/,Москва,rent_long,flat,85000.0,2006.0,panel,30.0,17,"Новопеределкино, Мичуринец, Рассказовка",2025-07-14
realtor_based,https://www.cian.ru/rent/flat/318765465/,Москва,rent_long,flat,150000.0,,monolith,40.0,26,"Зюзино, Воронцовская, Калужская, Новые Черёмушки",2025-06-16
realtor_based,https://www.cian.ru/rent/flat/313960645/,Москва,rent_long,flat,350000.0,,unknown,30.0,7,"Баррикадная, Краснопресненская, Смоленская, Арбатская, Маяковская",2025-02-20
realtor_not_commerce,https://www.cian.ru/rent/flat/319637394/,Москва,rent_long,flat,260000.0,,unknown,30.0,53,"Раменки, Мичуринский проспект, Мичуринский проспект",2025-07-10
realtor_based,https://www.cian.ru/rent/flat/315155887/,Москва,rent_long,flat,120000.0,,unknown,30.0,15,ЗИЛ,2025-03-19
realtor_based,https://www.cian.ru/rent/flat/317199313/,Москва,rent_long,flat,140000.0,,unknown,32.0,23,"Давыдково, Кунцевская, Кунцевская",2025-05-06
